Mode,Workers,Time
sync,2,121.48544338345528
sync,4,47.79306851327419
sync,6,30.86179479956627
sync,8,24.88809323310852
synccol,2,108.69035109877586
synccol,4,55.36271394789219
synccol,6,37.707382102807365
synccol,8,32.20952908694744
async,2,125.5966956615448
async,4,53.77371819317341
async,6,36.727713853120804
async,8,28.13350135833025
asynccol,2,106.88612681627274
asynccol,4,53.15336960554123
asynccol,6,36.719127217928566
asynccol,8,30.114872097969055
